,TRAVEL_ID,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,total_score
6003,a_a008007,1,30,2,1,1,1,신포국제시장,4,12.0
6009,a_a003242,0,20,2,1,1,1,경복궁,2,12.0
6014,a_a003242,0,20,2,1,1,1,콘텐츠박스,3,15.0
6016,a_a003242,0,20,2,1,1,1,마로니에공원,1,12.0
6042,a_a012356,1,20,2,1,1,1,석촌호수 서호,1,12.0
6054,a_a006278,0,20,1,1,1,3,선유도공원,1,13.0
6062,a_a002011,1,30,1,1,1,3,경복궁,2,15.0
6066,a_a002011,1,30,1,1,1,3,창경궁,2,8.0
6080,a_a018006,1,30,1,2,3,3,남대문시장,4,11.0
6128,a_a003371,1,20,1,1,2,1,화담숲,1,15.0
6144,a_a003433,1,50,3,3,3,3,시흥갯골생태공원,1,13.0
6145,a_a003433,1,50,3,3,3,3,시흥프리미엄아울렛,4,12.0
6165,a_a004974,1,20,1,1,1,3,미리내성지,2,10.0
6185,a_a003144,1,20,1,1,1,1,석촌호수 서호,1,13.0
6195,a_a002541,1,30,1,1,1,1,포천아트밸리,3,7.0
6206,b_b006889,0,30,2,2,2,2,마리오아울렛 3관,4,9.0
6210,b_b006889,0,30,2,2,2,2,현대시티아울렛 가산점,3,12.0
6216,a_a004415,1,20,3,3,3,3,현대백화점 압구정본점,4,12.0
6265,a_a004387,1,30,1,1,1,3,화담숲,1,13.0
6271,a_a003274,1,20,1,1,3,3,일산호수공원,1,15.0
6272,a_a003274,1,20,1,1,3,3,코스트코 일산점,4,9.0
6273,a_a003274,1,20,1,1,3,3,일산호수공원,1,10.0
6278,a_a003274,1,20,1,1,3,3,일산호수공원,1,10.0
6290,a_a000828,1,20,1,1,1,2,이케아 광명점,4,14.0
6291,a_a000828,1,20,1,1,1,2,부천자연생태공원,1,11.0
6301,a_a002480,1,20,3,1,1,1,창덕궁,2,15.0
6321,a_a000172,0,30,3,1,1,1,코엑스 아쿠아리움,6,12.0
6322,a_a000172,0,30,3,1,1,1,망원시장,4,9.0
6333,a_a000172,0,30,3,1,1,1,롯데월드타워&롯데월드몰,4,12.0
6340,a_a015818,1,20,1,1,1,1,화담숲 곤충생태관,1,12.0
6341,a_a015818,1,20,1,1,1,1,곤지암리조트 스파라스파,6,11.0
6345,a_a015818,1,20,1,1,1,1,화담숲,1,15.0
6349,a_a015818,1,20,1,1,1,1,롯데프리미엄아울렛 이천점,4,13.0
6352,a_a005290,1,40,2,2,1,1,에버랜드,6,15.0
6364,a_a001498,1,60,2,2,2,3,바람새마을,7,6.0
6365,a_a001498,1,60,2,2,2,3,평택호관광단지,1,9.0
6373,b_b006688,0,40,2,1,1,2,서대문 자연사박물관,2,12.0
6384,a_a007888,1,20,3,3,1,1,롯데월드타워&롯데월드몰,4,14.0
6391,a_a006590,1,20,3,1,1,1,서울 선릉과 정릉,2,13.0
6398,a_a006718,0,40,3,1,1,1,고양어린이박물관,2,13.0
6399,a_a006718,0,40,3,1,1,1,현대모터스튜디오 고양,6,12.0
6400,a_a006718,0,40,3,1,1,1,스타필드 고양,4,14.0
6401,a_a002833,1,20,1,2,1,1,광명새빛공원,1,12.0
6415,a_a005795,0,20,3,3,3,1,에버랜드,6,8.0
6419,a_a000468,0,30,1,1,3,1,솔찬공원,1,13.0
6428,a_a005828,0,30,1,1,1,1,아침고요수목원,1,15.0
6430,a_a001895,1,30,1,1,3,3,한강중앙공원,1,15.0
6436,a_a001895,1,30,1,1,3,3,금빛수로보트하우스,5,14.0
6439,a_a000509,0,30,2,1,1,1,일산호수공원,1,12.0
6444,a_a000509,0,30,2,1,1,1,원마운트,4,10.0
6458,a_a009646,1,20,2,1,1,1,현대프리미엄아울렛 송도점,4,13.0
6468,a_a003397,0,30,1,1,1,1,망원시장,4,11.0
6473,a_a003397,0,30,1,1,1,1,망원한강공원,1,10.0
6479,a_a000218,0,40,1,1,1,2,국립유명산자연휴양림,1,15.0
6481,a_a000218,0,40,1,1,1,2,국립유명산자연휴양림,1,15.0
6483,a_a000218,0,40,1,1,1,2,국립유명산자연휴양림,1,15.0
6522,a_a000824,1,20,3,1,1,1,석촌호수산책길,7,12.0
6528,a_a017693,0,20,3,1,1,1,IFC몰,4,12.0
6568,a_a017795,1,60,2,2,3,1,황순원문학관 소나기마을,7,11.0
6571,a_a014783,1,20,3,1,1,3,에버랜드,6,13.0
6577,a_a012416,1,20,3,1,1,1,망원한강공원,1,15.0
6578,a_a012416,1,20,3,1,1,1,망원시장,4,15.0
6586,a_a012416,1,20,3,1,1,1,경복궁,2,15.0
6591,a_a004472,0,30,1,1,1,1,남산공원 N서울타워,1,15.0
6598,a_a018092,1,30,3,2,3,1,롯데월드타워&롯데월드몰,4,13.0
6616,a_a003779,0,20,3,1,3,3,이케아 광명점,4,13.0
6628,a_a005986,1,60,1,2,1,2,수원화성박물관,2,11.0
6629,a_a005986,1,60,1,2,1,2,화성행궁,2,11.0
6630,a_a003450,1,20,1,1,2,2,행리단길,4,15.0
6631,a_a003450,1,20,1,1,2,2,팔달문시장,4,11.0
6633,a_a003450,1,20,1,1,2,2,수원화성,2,15.0
6636,a_a003450,1,20,1,1,2,2,방화수류정,1,15.0
6640,a_a004211,1,20,2,1,1,3,덕수궁,2,15.0
6655,a_a000669,0,20,2,1,3,1,신세계백화점 타임스퀘어점,4,15.0
6659,a_a000669,0,20,2,1,3,1,창덕궁,2,15.0
6660,a_a000669,0,20,2,1,3,1,타임스퀘어,4,15.0
6663,a_a000669,0,20,2,1,3,1,영등포공원,1,15.0
6673,a_a000738,1,30,1,1,1,2,장경리해변,1,8.0
6675,a_a000738,1,30,1,1,1,2,스타필드시티 부천,4,10.0
6679,a_a000738,1,30,1,1,1,2,양평곤충박물관,2,10.0
6682,a_a000738,1,30,1,1,1,2,안산다문화거리,4,15.0
6684,a_a001406,1,40,1,1,2,1,남산공원 N서울타워,1,12.0
6685,a_a001406,1,40,1,1,2,1,종묘,2,15.0
6686,a_a001406,1,40,1,1,2,1,천주교서울대교구 주교좌 명동대성당,2,15.0
6702,a_a001308,0,30,1,1,1,2,방화수류정,2,15.0
6704,a_a001308,0,30,1,1,1,2,행리단길,4,15.0
6705,a_a001308,0,30,1,1,1,2,팔달문시장,4,12.0
6709,a_a002859,1,30,1,1,1,1,난지한강공원,1,15.0
6734,a_a004102,0,20,3,1,2,3,에버랜드,6,15.0
6755,a_a011737,1,50,2,2,1,2,벽초지수목원,1,12.0
6776,a_a000358,1,20,3,1,2,1,더현대서울,4,15.0
6777,a_a000358,1,20,3,1,2,1,더현대서울,1,15.0
6781,a_a000940,1,20,1,1,1,3,임진각 평화누리,6,14.0
6782,a_a000940,1,20,1,1,1,3,대한불교 조계종 심학산 약천사,2,11.0
6783,a_a000940,1,20,1,1,1,3,문산자유시장,4,12.0
6786,a_a000940,1,20,1,1,1,3,지혜의숲,3,13.0
6788,a_a000940,1,20,1,1,1,3,프로방스마을,7,13.0
6790,a_a000940,1,20,1,1,1,3,미메시스아트뮤지엄,3,15.0
6793,a_a000940,1,20,1,1,1,3,금촌통일시장,4,8.0
6796,a_a011873,1,20,1,1,3,3,경복궁,2,14.0
6797,a_a011873,1,20,1,1,3,3,통인시장,4,7.0
6801,a_a001353,0,30,1,1,1,1,창경궁,2,12.0
6806,a_a001353,0,30,1,1,1,1,북촌한옥마을,7,14.0
6808,a_a007253,1,30,1,1,1,1,화성행궁,2,15.0
6809,a_a007253,1,30,1,1,1,1,행리단길,4,15.0
6816,a_a001823,1,30,1,2,1,2,한강중앙공원,1,9.0
6820,a_a001261,0,40,1,1,1,2,일산호수공원,1,15.0
6821,a_a001261,0,40,1,1,1,2,풍동애니골,4,15.0
6824,a_a001261,0,40,1,1,1,2,킨텍스 제2전시장,3,15.0
6827,a_a001261,0,40,1,1,1,2,중남미문화원,2,15.0
6833,a_a001261,0,40,1,1,1,2,라페스타,8,15.0
6835,a_a001261,0,40,1,1,1,2,킨텍스 제2전시장,3,15.0
6836,a_a001261,0,40,1,1,1,2,킨텍스 제2전시장,3,15.0
6839,a_a001261,0,40,1,1,1,2,킨텍스 제2전시장,3,15.0
6852,a_a002108,1,20,2,1,1,3,화성행궁,2,10.0
6870,a_a005247,0,40,1,1,1,2,포천아트밸리,1,12.0
6878,a_a000104,1,20,3,1,3,1,롯데월드타워&롯데월드몰,4,9.0
6888,a_a001167,1,40,3,1,1,2,마로니에공원,1,15.0
6893,a_a001167,1,40,3,1,1,2,마로니에공원,1,15.0
6897,a_a004662,0,20,2,3,3,3,롯데프리미엄아울렛 이천점,4,12.0
6899,a_a004662,0,20,2,3,3,3,화담숲,1,15.0
6914,a_a010294,0,20,1,1,1,2,봉선사,2,12.0
6915,a_a010294,0,20,1,1,1,2,국립수목원,1,14.0
6917,a_a006409,1,30,1,1,1,1,모다아울렛 구리남양주점,4,9.0
6919,a_a006409,1,30,1,1,1,1,다산생태공원,1,12.0
6939,a_a001525,1,20,2,1,1,3,북촌한옥마을,7,15.0
6944,a_a001525,1,20,2,1,1,3,반포한강공원,1,15.0
6948,a_a001525,1,20,2,1,1,3,IFC몰,4,15.0
6954,a_a000152,1,30,1,1,1,1,북악팔각정,1,15.0
6962,a_a000152,1,30,1,1,1,1,광장시장,4,11.0
6968,a_a000574,1,30,3,1,1,3,문화역서울284,2,15.0
6975,a_a000574,1,30,3,1,1,3,서울숲,7,15.0
6986,a_a003837,1,30,2,1,1,1,화성행궁,2,15.0
6988,a_a003837,1,30,2,1,1,1,용인어린이상상의숲,6,12.0
6994,a_a003837,1,30,2,1,1,1,행리단길,4,14.0
7012,a_a002978,1,30,2,3,1,1,크리스찬 디올 성수,4,9.0
7017,a_a002864,1,40,1,2,1,1,실학박물관,2,12.0
7020,a_a002864,1,40,1,2,1,1,정약용유적지,2,11.0
7022,a_a002864,1,40,1,2,1,1,다산생태공원,1,13.0
7023,a_a002864,1,40,1,2,1,1,운길산콩마을,7,13.0
7035,a_a007013,0,30,3,1,1,1,화담숲,1,14.0
7049,a_a014772,1,20,2,1,3,1,덕수궁돌담길,7,11.0
7050,a_a014772,1,20,2,1,3,1,남산공원 N서울타워,1,15.0
7053,a_a014772,1,20,2,1,3,1,덕수궁,2,14.0
7058,a_a017704,1,40,1,2,1,2,인천차이나타운,4,9.0
7059,a_a017704,1,40,1,2,1,2,월미테마파크,6,9.0
7062,a_a006499,1,40,1,1,1,1,롯데백화점 수원점,4,15.0
7063,a_a006499,1,40,1,1,1,1,수원탑동시민농장,1,15.0
7073,a_a000223,1,20,1,1,1,2,여주농촌테마공원 본관,6,6.0
7076,a_a000223,1,20,1,1,1,2,신세계프리미엄아울렛 여주,4,15.0
7102,a_a014106,1,50,2,1,1,1,호명호수,1,12.0
7105,a_a014106,1,50,2,1,1,1,광장시장,4,9.0
7112,a_a006603,0,20,1,1,1,3,아쿠아플라넷 광교,6,12.0
7113,a_a006603,0,20,1,1,1,3,갤러리아백화점 광교점,4,15.0
7119,a_a002335,1,30,1,1,1,2,웅진플레이도시,6,13.0
7128,a_a002086,1,20,2,1,2,2,예림당아트홀,3,15.0
7131,a_a002086,1,20,2,1,2,2,LCDC서울,4,12.0
7135,a_a005156,1,30,3,1,1,1,화담숲,1,12.0
7141,a_a003658,0,30,3,1,1,2,스타필드시티 부천,4,15.0
7146,a_a006410,1,30,2,1,1,2,오산오색시장,4,15.0
7153,a_a000286,1,30,1,1,1,1,화성행궁,2,15.0
7155,a_a000286,1,30,1,1,1,1,수원화성,2,15.0
7158,b_b004636,0,40,1,1,1,3,국립과천과학관,3,11.0
7161,a_a013847,1,30,1,2,1,1,창덕궁,2,15.0
7164,a_a005324,1,60,1,2,3,1,남산공원 N서울타워,1,9.0
7169,a_a005324,1,60,1,2,3,1,남대문시장,4,9.0
7176,a_a002425,1,30,2,1,1,2,서대문형무소역사관,2,15.0
7192,a_a000978,1,20,1,1,2,1,에버랜드,6,13.0
7199,a_a003244,0,50,1,1,1,2,효자베이커리,4,12.0
7202,a_a003244,0,50,1,1,1,2,가회동백인제가옥,2,11.0
7205,a_a011117,0,20,1,1,1,3,그라운드시소 성수,4,15.0
7214,a_a002165,1,20,1,1,3,1,에버랜드,6,15.0
7249,a_a000796,1,20,1,1,3,1,반포한강공원,1,15.0
7255,a_a000796,1,20,1,1,3,1,예그린씨어터,3,11.0
7267,a_a002033,1,30,2,2,1,1,화성행궁,2,11.0
7271,a_a000954,0,20,1,1,1,2,에버랜드,6,9.0
7273,a_a004458,0,30,1,1,1,1,화담숲,1,12.0
7279,a_a004458,0,30,1,1,1,1,곤지암리조트 스파라스파,6,6.0
7288,a_a000082,0,20,2,1,1,1,더현대서울,4,8.0
7289,a_a000082,0,20,2,1,1,1,국립중앙박물관,2,15.0
7296,a_a000082,0,20,2,1,1,1,어둠속의대화,3,15.0
7306,a_a005200,1,50,3,3,2,1,봉은사,2,14.0
7320,a_a005714,1,20,2,3,2,2,수원탑동시민농장,1,8.0
7334,a_a004483,0,30,2,1,1,1,현대백화점 판교점,4,12.0
7354,a_a001875,1,30,1,3,1,1,포천아트밸리,1,9.0
7362,a_a003345,1,20,1,1,1,1,일산호수공원,1,15.0
7363,a_a003345,1,20,1,1,1,1,중남미문화원,2,13.0
7371,a_a005648,0,40,2,1,1,1,파주프리미엄아울렛,4,12.0
7388,a_a001380,1,20,3,1,1,1,카자구루마,2,9.0
7392,a_a001380,1,20,3,1,1,1,방화수류정,1,13.0
7394,a_a001380,1,20,3,1,1,1,수원화성,2,10.0
7409,a_a002613,1,30,2,1,1,1,LCDC서울,4,15.0
7413,a_a002613,1,30,2,1,1,1,섬세이 테라리움,3,15.0
7422,a_a006498,1,20,1,1,3,1,블루스퀘어,3,15.0
7435,a_a002387,1,20,3,1,1,1,수원화성박물관,2,10.0
7436,a_a002387,1,20,3,1,1,1,화성행궁,2,11.0
7438,a_a002387,1,20,3,1,1,1,방화수류정,2,12.0
7450,a_a001138,0,30,1,1,1,3,하남역사박물관,2,13.0
7453,a_a001295,0,30,1,1,1,1,신북리조트 스프링폴,6,13.0
7454,a_a001295,0,30,1,1,1,1,포천아트밸리,1,15.0
7463,a_a001295,0,30,1,1,1,1,허브아일랜드 불빛동화축제,8,13.0
7471,a_a001405,1,30,1,1,1,2,쁘띠프랑스,6,15.0
7473,a_a001405,1,30,1,1,1,2,현대프리미엄아울렛 스페이스원,4,15.0
7483,a_a007361,1,30,3,1,3,1,현대백화점 중동점,4,15.0
7508,a_a000412,1,30,2,1,2,1,광장시장,4,15.0
7518,a_a005241,0,20,3,1,1,1,신세계프리미엄아울렛 여주,4,15.0
7520,a_a003447,1,20,3,1,3,1,화성행궁,2,11.0
7531,a_a002589,1,50,1,3,1,1,화담숲,1,15.0
7534,a_a004696,1,30,1,1,3,1,서울숲,1,15.0
7542,a_a004696,1,30,1,1,3,1,서울숲,1,15.0
7543,a_a004696,1,30,1,1,3,1,쎈느,4,10.0
7545,a_a004696,1,30,1,1,3,1,LCDC서울,4,12.0
7549,a_a017941,1,30,1,1,1,1,더현대서울,4,15.0
7557,a_a001892,1,30,3,1,1,1,두타몰,4,12.0
7568,a_a005857,0,30,1,1,1,2,남산공원,1,11.0
7569,a_a005857,0,30,1,1,1,2,숭례문,2,14.0
7571,a_a005857,0,30,1,1,1,2,남산케이블카,6,12.0
7575,a_a005857,0,30,1,1,1,2,남대문시장,4,12.0
7579,a_a005857,0,30,1,1,1,2,남산공원 N서울타워,1,11.0
7585,a_a017885,1,20,2,1,1,1,테르메덴,6,13.0
7591,a_a008206,1,20,2,1,2,3,북촌한옥마을,7,15.0
7599,a_a002739,1,20,2,1,1,3,화성행궁,2,12.0
7608,a_a007026,1,30,1,3,2,2,롯데프리미엄아울렛 타임빌라스,4,15.0
7609,a_a007026,1,30,1,3,2,2,철도박물관,2,7.0
7622,a_a008638,1,40,1,1,3,1,아침고요수목원,1,12.0
7625,a_a003546,1,20,2,1,1,3,동춘서커스 상설공연장,3,13.0
7631,a_a001934,1,30,1,1,1,3,인천차이나타운,4,8.0
7634,a_a001671,1,30,1,1,1,1,그랜드워커힐서울 컨벤션센터,3,8.0
7635,a_a001671,1,30,1,1,1,1,롯데백화점 건대스타시티점,4,10.0
7641,a_a001671,1,30,1,1,1,1,서울숲,1,12.0
7665,a_a004740,0,20,2,1,1,1,서울숲,1,12.0
7680,a_a005643,1,30,2,2,3,3,화담숲,1,15.0
7699,a_a001982,1,20,1,1,1,1,서울우리소리박물관,2,11.0
7703,a_a001982,1,20,1,1,1,1,청계천헌책방거리,4,11.0
7705,a_a001982,1,20,1,1,1,1,서울레코드,4,12.0
7711,a_a001982,1,20,1,1,1,1,북촌마을서재,3,12.0
7712,a_a001982,1,20,1,1,1,1,북촌한옥마을,7,10.0
7715,a_a001982,1,20,1,1,1,1,경복궁,2,12.0
7716,a_a006316,1,20,1,1,1,1,화성행궁,2,15.0
7722,a_a000984,0,20,3,1,1,1,인사동 문화의거리,4,10.0
7723,a_a000984,0,20,3,1,1,1,서울로7017,7,12.0
7724,a_a000984,0,20,3,1,1,1,북촌한옥마을,7,10.0
7725,a_a000984,0,20,3,1,1,1,문화역서울284,3,13.0
7736,a_a000984,0,20,3,1,1,1,남대문시장,4,11.0
7745,a_a000984,0,20,3,1,1,1,봉은사,2,4.0
7748,a_a000984,0,20,3,1,1,1,통인시장,4,6.0
7753,a_a000984,0,20,3,1,1,1,청와대 본관,7,9.0
7754,a_a000984,0,20,3,1,1,1,국립중앙박물관,2,13.0
7756,a_a012496,1,20,1,1,1,1,선유도공원,1,15.0
7757,a_a012496,1,20,1,1,1,1,AK& 홍대,4,15.0
7786,a_a005777,1,20,3,2,1,1,현대프리미엄아울렛 김포점,4,15.0
7791,a_a005673,0,30,1,1,1,3,화담숲,1,13.0
7795,a_a002055,1,60,1,3,3,3,창덕궁,2,15.0
7796,a_a002055,1,60,1,3,3,3,경복궁,2,15.0
7801,a_a002055,1,60,1,3,3,3,청와대 본관,3,14.0
7803,a_a002055,1,60,1,3,3,3,국립서울현충원,2,13.0
7804,a_a002055,1,60,1,3,3,3,창경궁,2,15.0
7811,a_a003048,1,20,3,2,1,1,스타필드 고양,4,15.0
7830,a_a000906,1,40,1,1,3,1,천주교서울대교구 주교좌 명동대성당,2,12.0
7837,a_a000906,1,40,1,1,3,1,노들섬,1,10.0
7841,a_a005316,0,30,2,2,1,1,화담숲,1,12.0
7844,a_a006990,1,20,1,1,1,1,행리단길,4,11.0
7849,a_a006990,1,20,1,1,1,1,수원시립미술관,3,14.0
7850,a_a006854,1,20,1,1,1,1,딜쿠샤,2,15.0
7859,a_a001297,0,30,3,1,1,1,자유공원,1,15.0
7868,a_a009466,1,40,2,2,1,1,호암미술관,3,15.0
7873,a_a009466,1,40,2,2,1,1,한국민속촌,6,15.0
7883,a_a005956,0,30,1,2,1,2,화담숲,1,5.0
7898,a_a000949,1,20,1,1,1,1,봄날아트홀,3,12.0
7904,a_a000949,1,20,1,1,1,1,보신각터,2,9.0
7905,a_a000949,1,20,1,1,1,1,언더스탠드에비뉴,4,6.0
7917,a_a000949,1,20,1,1,1,1,서울숲,1,9.0
7924,a_a000445,0,30,3,1,3,1,덕수궁,2,15.0
7928,a_a000445,0,30,3,1,3,1,천주교서울대교구 주교좌 명동대성당,2,15.0
7929,a_a000445,0,30,3,1,3,1,국립고궁박물관,2,15.0
7930,a_a000445,0,30,3,1,3,1,남산공원 N서울타워,1,15.0
7936,a_a000445,0,30,3,1,3,1,창덕궁,2,15.0
7938,a_a000445,0,30,3,1,3,1,종묘,2,15.0
7939,a_a000445,0,30,3,1,3,1,경복궁,2,15.0
7944,a_a000445,0,30,3,1,3,1,창경궁,2,15.0
7948,a_a010143,0,30,2,1,1,1,화담숲,1,15.0
7957,a_a006321,0,30,1,1,2,1,수원화성,2,15.0
7963,a_a006321,0,30,1,1,2,1,팔달문시장,4,9.0
7967,a_a017837,1,20,1,1,1,1,광장시장,4,15.0
7999,a_a000675,0,30,1,1,1,2,유리섬박물관,2,15.0
8022,a_a001534,1,20,1,2,1,3,포천아트밸리,2,10.0
8029,a_a003810,1,30,2,1,1,2,더현대서울,3,15.0
8033,a_a003810,1,30,2,1,1,2,더현대서울,7,15.0
8037,a_a003810,1,30,2,1,1,2,석촌호수 서호,1,13.0
8051,a_a003281,0,30,1,1,2,1,현대프리미엄아울렛 송도점,4,13.0
8053,a_a003281,0,30,1,1,2,1,코드케이 인천구월점,3,13.0
8062,a_a015837,1,50,3,1,1,2,청와대 본관,2,4.0
8063,a_a015837,1,50,3,1,1,2,서울숲,1,15.0
8067,a_a015837,1,50,3,1,1,2,광장시장,4,15.0
8069,a_a015837,1,50,3,1,1,2,종묘귀금속전문백화점,4,15.0
8073,a_a015837,1,50,3,1,1,2,상암문화광장,4,15.0
8089,a_a002162,1,40,2,3,1,1,김포아트빌리지,3,12.0
8091,a_a002162,1,40,2,3,1,1,한강중앙공원,1,14.0
8107,a_a000184,0,30,3,1,2,1,아브뉴프랑 판교,4,10.0
8110,a_a000184,0,30,3,1,2,1,현대백화점 판교점,4,15.0
8133,a_a013665,0,40,3,3,2,2,온릉,2,12.0
8136,a_a010387,1,30,2,1,3,1,서울대공원,3,15.0
8142,a_a006638,1,40,1,1,1,1,통인시장,4,15.0
8150,a_a003320,1,30,2,2,3,1,에버랜드,6,15.0
8163,a_a005961,1,50,1,1,1,1,자유공원,1,10.0
8165,a_a005961,1,50,1,1,1,1,송도센트럴파크,5,15.0
8177,a_a001515,1,30,1,1,1,1,일산호수공원,1,15.0
8179,a_a001515,1,30,1,1,1,1,원마운트,4,15.0
8180,a_a001515,1,30,1,1,1,1,아쿠아플라넷 일산,6,15.0
8192,a_a007180,1,20,2,1,1,3,망원한강공원,1,15.0
8196,a_a012377,1,40,3,1,1,1,마이아트뮤지엄,3,15.0
8205,a_a012377,1,40,3,1,1,1,그라운드시소 성수,4,15.0
8213,a_a000915,1,60,3,3,3,3,오이도 빨강등대,1,10.0
8217,a_a002493,0,20,1,3,1,2,석촌호수 서호,1,14.0
8219,a_a002493,0,20,1,3,1,2,잠실종합운동장 올림픽주경기장,5,15.0
8221,a_a002493,0,20,1,3,1,2,더현대서울,4,15.0
8222,a_a002493,0,20,1,3,1,2,경복궁,2,15.0
8224,a_a002493,0,20,1,3,1,2,잠실종합운동장 올림픽주경기장,5,8.0
8231,a_a002991,1,20,1,1,1,1,프로방스마을,7,8.0
8240,a_a006165,0,30,3,1,1,2,효원공원,1,15.0
8241,a_a006165,0,30,3,1,1,2,한국민속촌,2,15.0
8243,a_a006165,0,30,3,1,1,2,수원화성,2,15.0
8249,a_a005693,0,20,3,3,1,1,쌈지길,7,12.0
8251,a_a005693,0,20,3,3,1,1,창덕궁,1,12.0
8252,a_a005693,0,20,3,3,1,1,종묘,2,12.0
8253,a_a005693,0,20,3,3,1,1,서울우리소리박물관,2,12.0
8257,a_a017922,1,40,1,1,1,1,원당성사화훼단지,4,10.0
8263,a_a009550,0,50,3,1,1,2,부평문화의거리,4,12.0
8275,a_a003215,1,20,1,1,1,3,수원화성,2,15.0
8282,a_a007616,0,30,1,1,1,3,박물관은살아있다 인사동점,2,15.0
8295,a_a014619,0,20,2,1,2,2,롯데월드타워&롯데월드몰,4,15.0
8301,a_a014619,0,20,2,1,2,2,덕수궁,2,15.0
8306,a_a005991,1,20,1,3,2,3,타임스퀘어,4,11.0
8314,c_c005193,1,20,3,2,1,3,국립중앙박물관,2,12.0
8315,c_c005193,1,20,3,2,1,3,국립한글박물관,2,12.0
8354,a_a004093,1,40,3,1,1,1,신세계프리미엄아울렛 여주,4,12.0
8361,a_a005670,1,20,1,1,1,2,청계사,2,14.0
8369,a_a011640,1,30,1,1,1,2,인천종합어시장,4,11.0
8387,a_a004024,1,20,1,2,1,2,방화수류정,2,11.0
8389,a_a004024,1,20,1,2,1,2,수원화성,2,11.0
8391,a_a004024,1,20,1,2,1,2,화성행궁,2,12.0
8394,d_d004427,0,20,1,1,1,3,궁평항,4,15.0
8398,d_d004427,0,20,1,1,1,3,바람새마을,7,4.0
8402,d_d004427,0,20,1,1,1,3,AK플라자 평택점,4,9.0
8404,a_a008658,0,40,1,1,1,3,포천아트밸리,1,10.0
8424,a_a000147,1,30,1,1,3,2,롯데아울렛 서울역점,4,13.0
8445,a_a006374,0,20,3,1,1,1,남산둘레길,7,15.0
8447,a_a006374,0,20,3,1,1,1,난지공원 산책로,7,13.0
8449,a_a009685,1,40,3,1,3,3,남대문로 지하쇼핑센터,4,12.0
8453,a_a009685,1,40,3,1,3,3,동대문종합시장,4,12.0
8463,a_a002618,1,30,1,1,1,1,쉬자파크,1,15.0
8475,a_a007827,0,20,1,1,1,1,웅진플레이도시,6,15.0
8490,a_a004273,0,40,1,2,1,2,김포에코센터,3,9.0
8494,a_a010436,0,30,1,1,3,1,현대프리미엄아울렛 김포점,4,13.0
8498,a_a001179,0,40,2,2,3,2,연천전곡리선사유적지,2,12.0
8502,a_a001179,0,40,2,2,3,2,전곡선사박물관,2,12.0
8509,a_a006030,0,40,3,3,1,1,나인블럭 가평점,3,9.0
8515,c_c002932,0,20,1,1,1,1,행리단길,2,12.0
8518,a_a018052,1,30,2,2,1,2,킨텍스 제1전시장,3,12.0
8536,a_a018201,1,60,1,1,3,1,한국만화박물관,2,11.0
8552,a_a018190,0,30,3,1,1,2,국립중앙박물관,2,15.0
8555,a_a000618,1,30,3,1,3,1,문화역서울284,2,15.0
8557,a_a000618,1,30,3,1,3,1,국립중앙박물관,2,15.0
8565,a_a003117,1,40,1,2,1,1,필룩스조명박물관,2,8.0
8579,a_a001584,1,20,3,1,1,1,평촌중앙공원,1,12.0
8580,a_a001584,1,20,3,1,1,1,범계역광장,4,11.0
8585,a_a001584,1,20,3,1,1,1,서울대공원,6,12.0
8591,a_a001584,1,20,3,1,1,1,과천향교,2,9.0
8603,a_a002986,0,20,1,1,1,1,남산공원 N서울타워,1,15.0
8604,a_a002986,0,20,1,1,1,1,무신사 스탠다드 강남,4,11.0
8607,a_a007645,1,20,1,1,1,3,화담숲,1,15.0
8614,a_a006375,1,30,2,3,1,2,화담숲,1,15.0
8623,a_a004994,1,40,1,1,1,1,석파정,2,13.0
8640,a_a005034,0,20,1,1,1,1,화성행궁,2,13.0
8661,a_a014164,0,60,2,2,1,1,화성행궁,2,13.0
8682,a_a004370,0,30,2,1,1,1,북촌한옥마을,7,15.0
8685,a_a004370,0,30,2,1,1,1,청와대 본관,2,15.0
8688,a_a004370,0,30,2,1,1,1,인사동 문화의거리,4,15.0
8693,a_a004370,0,30,2,1,1,1,덕수궁,2,15.0
8712,a_a002378,0,20,3,1,3,3,에버랜드,6,12.0
8716,a_a002378,0,20,3,1,3,3,난지한강공원,1,15.0
8726,a_a004227,0,20,3,1,1,1,광장시장,4,13.0
8727,a_a004227,0,20,3,1,1,1,올림픽공원,1,15.0
8728,a_a004227,0,20,3,1,1,1,신사동가로수길,4,10.0
8729,a_a004227,0,20,3,1,1,1,서울숲,1,9.0
8746,a_a008222,0,20,2,1,1,2,인천화교역사관,2,9.0
8779,a_a005659,1,60,1,1,1,1,남한산성,2,15.0
8787,a_a002212,0,30,1,1,1,1,롯데백화점 본점,4,15.0
8806,a_a012288,0,30,3,1,1,1,임진각 평화누리,7,10.0
8810,a_a002513,1,40,3,3,3,1,롯데프리미엄아울렛 타임빌라스,4,15.0
8812,a_a000736,1,30,1,2,1,2,화담숲,1,15.0
8815,a_a002076,0,20,3,3,1,3,종묘,2,15.0
8818,a_a002076,0,20,3,3,1,3,천주교서울대교구 주교좌 명동대성당,2,15.0
8819,a_a002076,0,20,3,3,1,3,세운전자상가,4,15.0
